id,name,area,experience,description,key_skills,employer,alternate_url,languages,from,to,currency
74063789,"Middle backend developer (Python), remote",Москва,От 1 года до 3 лет,"Итак, сначала самое важное о нас:- У нас аккредитованная IT компания.- Мы создали инновационный продукт распознавания на базе ИИ, уже несколько лет им пользуются крупные FMCG компании в РФ, СНГ, ЮВА и Европе.- Наша сплоченная многонациональная команда успешно работает удаленно в нескольких тайм-зонах.- Амбициозность, уникальность каждого и взаимоуважение - основные наши ценности. Теперь о том, кого нам не хватает:Команду web-разработки нужно пополнить разработчиком, заинтересованным нашим продуктом. Зона ответственности - поддержка/доработка web-портала и api. Это одно из самых больших наших подразделений, задач много, планов тоже - предстоит интересная работа. Стек технологий:python, pyramid, aiohttp, sqlalchemy, postgres, redis, vuejs, docker, git Обязанности:наш тимлид был краток в описании функционала ))- писать качественный код- проводить код ревью- документировать написанный код- рефакторинг Требования:- опыт работы от 2-х лет- опыт построения CI/CD- уверенные навыки работы в Linux- английскийБудет большим плюсом опыт работы с высоконагруженными проектами.Условия:- Официальное оформление и белая зарплата(итоговая цифра дохода зависит от вашего уровня, обсудим на собеседовании).- Гибкий график (главное результат и продуктивное взаимодействие с командой).- Возможность работать удаленно (в Москву можно приезжать лишь на корпоративы).- Онбординг и обучение внутри компании.- Дружелюбная атмосфера, основанная на взаимопонимании и уважении уникальности каждого. Мы хотим стать абсолютным лидером глобального рынка с передовым продуктом и будет замечательно, если наши стремления совпадут.Так что, если вас такие планы тоже зажигают, откликайтесь и становитесь частью нашей сплоченной и уникальной команды!","['Python', 'Git', 'Linux', 'Redis', 'Docker']",Инфотек,https://hh.ru/vacancy/74063789,"[{'id': 'eng', 'name': 'Английский', 'level': {'id': 'b1', 'name': 'B1 — Средний'}}]",,,
77007396,"Финансовый менеджер (маркетплейсы), удаленно",Краснодар,Нет опыта,"Мы – компания, которая занимается продажей товаров на известных маркетплейсах РФ и не только. Компания, существует больше 3 лет и ежегодно активно развивается. Сейчас мы ищем увлеченного и внимательного финансового менеджера/аналитика для качественного и эффективного роста.   Мы нестандартная компания и сильно отличаемся от многих других. Нам важно найти такого же коллегу.   Немного фактов о нас:  команда энтузиастов – каждый из нас безумно любит свою работу и находится в постоянном процессе развития; команда, которая любит изменения и нововведения – мы все время ищем возможности для улучшения своей функции и компании; доброжелательные и отзывчивые – мы объединены общими целями поэтому всегда поддерживаем и помогаем друг другу; ценим профессионализм – каждый из нас профессионал и его мнение всегда ценно и всегда услышано.    Что нужно делать:  выстроить управленческую отчетность с «0»; работать с отчетами БДР, ОПУ, ДДС, Баланс, план-факт, бюджет; собирать обрабатывать и анализировать отчеты о продажах; оценивать инвестиционную привлекательность и риски новых проектов и продуктов компании; быть лидером своего отдела.    Кого мы хотим видеть:  инициативного, вовлеченного лидера отдела, который любит свое дело и хочет развиваться; с опытом работы финансовым аналитиком или финансовым менеджером не менее 1 года; с управленческим опытом в любой сфере от 0,5 года; продвинутого пользователя MS Excel (формулы, сводные таблицы, макросы); работа с инструментами визуализации массивов данных (Power Query, Power Pivot, Power BI, SQL, Python); аналитический и системный склад ума.    Что мы предлагаем:  работу в самом лучшем и комфортном офисе, в мире – home office; 8-часовой рабочий день, 5/2 - нам важно найти человека на полный день; стабильные выплаты 2 раза в месяц; самый позитивный и вовлеченный коллектив; возможность профессионального роста и развития.    Если прочли вакансию до конца, в сопроводительном письме укажите, что вас заинтересовало в нашей вакансии. А по вашим ответам мы поймем, что вы внимательны.  ","['Power BI', 'Power Query', 'SQL', 'Базы данных', 'Финансовая отчетность', 'Управленческая отчетность', 'План-фактный анализ бюджета', 'Power Pivot']",Ищенко Артём Федорович,https://hh.ru/vacancy/77007396,,45000.0,45000.0,RUR
73910485,Middle/Senior python developer,Москва,От 3 до 6 лет,"К-ТЕХНОЛОГИИ - Аккредитованная коммерческая IT-компания. Компания, выполняющая масштабные стратегические задачи. Является исполнителем государственного оборонного заказа(ГОЗ), входит в реестр предприятий-участников оборонно-промышленного комплекса (ОПК). Нам доверяют сложнейшие IT задачи для обеспечения национальной безопасности. Наши продукты используют десятки тысяч пользователей ежедневно. Мы объединили команды молодых профессионалов и опытных архитекторов в нескольких городах для решения масштабных задач с использованием самых передовых технологий. Ваши будущие задачи:  Командная web-разработка, программирование; Разработка, code review, рефакторинг кода; Сопровождение и документирование написанного кода; Участие в проектировании систем; Оптимизация сервисов под высокие нагрузки; Рассматриваем удаленных кандидатов из любого региона.     Для нас важно:  Понимание принципов ООП; Хорошее знание Python 3; Понимание DjangoORM и миграций; Умение создавать API для front-end; Навыки написания юнит-тестов Pytest и покрытия кода тестами; PostgreSQL - написание сложных запросов; Знание IDE PyCharm, git, Linux.    Будет плюсом:  Знание Django и Django REST Framework; Flask, FastApi Знание aiohttp, асинхронное программирование; Знание SQLAlchemy; Опыт работы с PostgreSQL, индексы и оптимизация запросов; Понимание и умение пользоваться паттернами проектирования.    Работа с нами — это:  Новый опыт в масштабных проектах: системы управления уровня государства, высоконагруженные информационные системы, системы управления инфраструктурой городов на основе машинного обучения, системы потокового распознавания аудио и видео информации; Команда: работа с экспертами в IT области и информационной безопасности; Возможность самореализации и профессионального развития. Внутренние технические и архитектурные встречи по обмену опытом, работа в амбициозной команде; Программа ДМС после испытательного срока (включая стоматологию); Конкурентоспособная заработная плата (обсуждается с успешным кандидатом); Корпоративные мероприятия и обучение. ","['Python', 'PostgreSQL', 'Git', 'Linux', 'Управление проектами', 'Django REST Framework', 'aiohttp', 'ассинхронное программирование', 'SQLAlchemy', 'Docker', 'Ansible', 'ООП']",К-ТЕХНОЛОГИИ,https://hh.ru/vacancy/73910485,,,,
76588490,Lead Product Analyst (WMS),Москва,От 3 до 6 лет,"Наша WMS имеет на борту все необходимые функции для точного отслеживания перемещения товара на складе. Но и есть процессы, которые являются уникальными:  Мы максимально сократили путь сборки заказов и сделали каждый этап максимально эффективным, благодаря чему каждый сотрудник показывает высокие результаты по количеству операций за промежуток времени. Это позволяет обрабатывать 150 тысяч заказов в сутки в две смены, в каждой из которой работает менее 500 сотрудников. И все это без каких либо автоматизированных или роботизированных систем, а скоро мы внедрим и эти технологии - уже разрабатываем. Благодаря таким решениям мы получаем минимальную стоимость одного заказа Т.к. наше решение работает и на пунктах выдачи заказов, мы и тут постарались получить высокую производительность. Эффективность одного сотрудника пункта выдачи заказов может достигать 500 и более выданных заказов за 12 часовую смену, а один пункт выдачи способен выдать более 1900 заказов за один рабочий день.  Задачи: * Исследование данных работы склада, поиск точек роста и аномалий* Партнерская работа с менеджером продукта над метриками здоровья и эффективности склада* Измерение эффекта от внедренных изменений - у нас тут склад, простыми АБ не отделаешься* Тесная работа с разработкой и дата инженерией, чтобы покрыть все метриками От кандидата ждем:* Способность улучшать процессы принятия решений с опорой на данные* Навыки разработки, автоматизации и внедрения отчетов для того, чтобы отвечать на наиболее частые или важные вопросы* Желание повышать аналитическую культуру в команде, организовывать сбор данных, контролировать соблюдение командой правил корректной оценки успешности инициатив перед раскаткой Скорее всего, у хорошего кандидата найдутся следующие навыки:* SQL - PostgreSQL / ClickHouse, чтобы агрегировать данные и отвечать на вопросы* Python, чтобы делать сложные отчеты и анализы* Готовность развивать аналитическую инфраструктуру - Airflow, ETL, Data Quaility, Tests & Lineage Условия:* Хорошая зарплата. Мы готовы платить классным специалистам за их время* Приоритет всей компании на исследования и аналитику* Гибкий график и возможность удаленной работы (из любой точки мира)* Выделяем время для роста тебя как аналитика – самообразование и выступления на митапах* Бесконечные возможности для самореализации и крутейшие по сложности задачи и проекты","['Python', 'SQL', 'PostgreSQL', 'Анализ данных', 'Аналитическое мышление', 'WMS', 'ClickHouse']",КАЗАНЬЭКСПРЕСС,https://hh.ru/vacancy/76588490,,,,
73225028,Data Engineer (Team Lead),Краснодар,От 3 до 6 лет,"Департамент IT КЛЮЧАВТО - это команда, из более чем 150 программистов, системных аналитиков, специалистов по контролю качества и сопровождению программных продуктов.Мы развиваем большую экосистему продуктов и сервисов, обеспечивающих как внутреннюю автоматизацию бизнес-процессов Компании, так и цифровизацию взаимодействия с Клиентами и нашими Партнёрами.В ее контуре присутствуют как традиционные для учёта 1С решения (ERP, ЗУП, Торговля), так и максимально гибкие, интерактивные, цифровые решения (мобильные приложения клиента и сотрудников, CRM решение на базе bpmsoft, корпоративное «озеро» данных в стыковке с BI и алгоритмами machine learning)В организации своей работы мы используем философию Agile и реализуем ее через методологии Scrum и Devops.  Мы создали направление работы с данными, которого ранее не было. Мы сформировали группу и начали развивать это направление. Начали с создания DWH и его наполнения. На текущий момент мы находимся на этапе его наполнения, двигаясь по бизнес-задачам, в нашем понимании это 70-75%. помимо этого мы активно переводим внутреннюю BI систему на использование витрин из DWH для обеспечения единообразного расчета различных бизнесовых показателей. Далее мы планируем двигаться в сторону использования других источников данных для формирования data lake и организации следующих слоев аналитических, а также внедрения новых инструментов для создания пайплайнов и организации хранения больших данных. Сейчас у нас стек БД SQL, MS SSiS ETL. Мы используем в работе методологию scrum и практикуем работу в командах.   Обязанности:  Наполнение и развитие DWH; Выступать техническим лидером группы; Разрабатывать и внедрять витрины данных; Развивать интеграционные механизмы между системами; Развивать членов команды DWH.  Требования:  Хорошее знание SQL, опыт написания сложных SQL запросов и их оптимизации; Знание Python; Опыт проектирования DWH (GreenPlum или другие); Опыт разработки и автоматизации пайплайнов обработки данных; Опыт работы с Airflow.  Мы предлагаем:  Престижную работу в одном из крупнейших автохолдингов России; Интересный проекты по развитию корпоративного хранилища данных в крупной компании; Работу в команде профессионалов - в нашем ИТ департаменте работают специалисты различных направлений (тех. поддержка, аналитика, разработка и другие); Оформление в соответствии с ТК РФ и предоставление полного социального пакета; Стабильную «белую» заработную плату; Реальные возможности построить успешную карьеру внутри Компании; Уровень дохода обсуждаем с успешным кандидатом; График: 5/2 с 09:00 до 18:00; Офис в г. Краснодар; Форматы работы: офис, гибрид или удаленно.Есть вопросы? Пиши в чат или Telegram https://t.me/Maria_Kakorina_HR ","['Python', 'SQL', 'Базы данных', 'Cистемы управления базами данных', 'DWH', 'GreenPlum', 'Airflow']",КЛЮЧАВТО,https://hh.ru/vacancy/73225028,,200000.0,,RUR
71715720,Senior QA/SDET (Python),Москва,От 3 до 6 лет,"Мы команда, которая отвечает за платформу управления виртуализацией на основе opensource решений. Платформа уже востребована на рынке и активно развивается. В данный момент мы расширяем команду и ищем Senior QA/SDET (Python) с опытом автоматизации на Python и знанием Linux, который будет отвечать за качество и выстроит эффективные QA процессы. ТЕБЕ ПРЕДСТОИТ:  Разрабатывать тестовую модель и тестовую документацию; Разобраться с существующими системными и нагрузочными автотестами opensource решений и разрабатывать автотесты на их основе; Автоматизировать рутинные операции; Успешное взаимодействие с разработчиками, аналитиками, системными инженерами и смежными командами; В первую очередь, функциональное и регрессионное тестирование платформы управления виртуализацией (как API, так и UI); Составление баг-репортов и отчетов по тестированию; Участвовать в поддержке инфраструктуры для разработки и QA.  НАШИ ОЖИДАНИЯ:  3-5 лет опыта в качестве автоматизатора и/или разработчика и/или DevOps; 3-5 лет опыта в автоматизации тестирования или разработке на Python; Способность применять ООП при разработке тестовых фреймворков; Опыт в проектировании тестовых сценариев и тест-планов; Экспертиза в разнообразных практиках тестирования и QA; Готовность наращивать экспертизу, изучать новые практики и применять их в компании; Знание Linux; Опыт с CI/CD.  БУДЕТ ПЛЮСОМ:  Опыт работы в продуктовой команде; Опыт работы с платформами управления виртуализации (VMWare, oVirt и т.д).; Опыт с GitLab CI/CD или другими CI инструментами; Навыки работы в СentOS/РЕД ОС (устройство репозиториев, принцип работы); Навыки работы с DNF (YUM); Опыт работы с Ansible; SQL на уровне написания стандартных запросов; Знание Java и JavaScript; Понимание настройки сети (статический IP, DHCP и т.д).  МЫ ПРЕДЛАГАЕМ:   Широкий стек технологий и проектов, возможность гибко строить свой карьерный трек;   Зарплату, соответствующую опыту и навыкам, прозрачную систему мотивации;   Работу в аккредитованной ИТ-компании;   Поддержку профессионального развития – курсы и тренинги от корпоративного университета, внешнее обучение за счет компании;   Возможность делиться экспертизой – выступать на внешних и внутренних митапах и конференциях, писать в техноблоги, участвовать в студенческих образовательных программах от brainz by CROC;   Well-being-программы – расширенный пакет ДМС со стоматологией и психологом, телемедицина 24/7, hotline CROC (внутренняя система консультирования и оперативной помощи по вопросам здоровья);   Спорт – сезонные спортивные программы, современный спортзал для занятий в офисе, беговой клуб, приложение Croc Sport, командные соревнования по популярным видам спорта;   Яркая корпоративная жизнь – более 100 программ в год (совместные путешествия, праздники, тимбилдинги, клуб путешественников, случайный кофе);   Комфортный офис с компенсацией питания в CROC Cafe, экосистемой сервисов, парковкой, корпоративным транспортом от метро или удаленный формат работы.   Данное описание вакансии не является офертой","['Python', 'Linux', 'ООП', 'QA', 'Функциональное тестирование', 'Нагрузочное тестирование', 'CI/CD', 'DevOps', 'Регрессионное тестирование', 'SDET']",КРОК,https://hh.ru/vacancy/71715720,,,,
77236748,DevOps специалист (удалённо),Екатеринбург,От 1 года до 3 лет,"Здравствуйте! Приглашаем перспективного DevOps специалиста для нашего партнера, компании, являющейся крупнейшим разработчиком ИТ-решений, для автоматизации бизнес – процессов и повышения эффективности предприятий. Удаленная работа.  О проекте: Современная, гибкая Система Электронного Документооборота для автоматизации работы с документами - согласование, подписание, выдача поручений с простым инновационным интерфейсом одного окна и быстродействием до 0,02 сек. На проекте Вы можете освоить стек технологий: Linux, Docker, Docker Registry, Kubernetes, GitLab CI, Helm, Git, Ansible, ELK/EFK, Prometheus, Grafana, Istio, Kiali, PostgreSQL, BASH. Задачи:  Обеспечение бесперебойной работы IT инфраструктуры и онлайн-сервиса; Создание и поддержка CI/CD пайплайнов в Gitlab CI;  Деплой программных решений в кластер Kubernetes;   Настройка и администрирование систем мониторинга и логирования;   Активное взаимодействие с командой разработчиков и тестировщиков (техническая поддержка отделов разработки).   Ожидания:    Опыт работы DevOps от 1 года;   Уверенные знания Linux на уровне администратора (Bash);   Знания Docker;   Опыт работы с кластером Kubernetes.     Будет плюсом:   Написание Helm чартов;   Опыт работы с SQL/NoSQL СУБД;   Опыт работы с OpenShift;   Опыт развёртывания и администрирования Kafka, Redis, RabbitMQ, Cassandra, PostgreSQL, ClickHouse, InfluxDB;   Опыт программирования на Python, TypeScript.   Условия:   Удалённый формат работы; Оформление по ТК; График 5/2; Возможность обучения и профессионального развития.   ","['Администрирование серверов Linux', 'Git', 'Ansible', 'Docker', 'Bash', 'Kubernetes']",КСК ЭКСПЕРТ,https://hh.ru/vacancy/77236748,,,130000.0,RUR
76487052,Системный / Старший системный администратор,Москва,От 3 до 6 лет,"Крупный негосударственный пенсионный фонд приглашает в свою команду Системного администратора. Мы предлагаем:  Оформление по ТК РФ, «белая» зарплата; Офис в шаге от м. Цветной бульвар, Кузнецкий мост; Работа в офисе. Возможен гибридный график или удаленка после испытательного срока; График 5/2 с 9.00 до 18.00; Развитые HR-процессы и корпоративная культура; Возможность карьерного роста в компании; Премии в конце года по итогам работы, от 2-х окладов; Возможность обучения за счёт компании; Расширенную ДМС программу со стоматологией, после СИ; Корпоративная скидка на Skillbox и другие площадки; Корпоративная скидка на фитнес, 3 провайдера на выбор; Корпоративная скидка на английский, 2 провайдера на выбор; Корпоративная скидка на недвижимость от компании-партнёра «Инград»; Специальные условия обслуживания от ВТБ и МКБ.  Обязанности:  Обеспечение бесперебойной работы ИТ сервисов 24/7 в зоне ответственности; Поддержка и развитие систем мониторинга (Nagios), хранения логов и резервного копирования; Управление службами, серверами и системами, функционирующими на базе операционных систем AIX, Linux, Windows; Документирование при поддержке технических писателей существующих сервисов и инфраструктуры; Администрирование баз данных PostgreSQL, MySQL, MS SQL (репликация, резервное копирование, высокие нагрузки);∙взаимодействие с разработчиками для поиска и устранения ошибок; Автоматизация развертывания и обновления сервисов; Оптимизация производительности и безопасности сервисов.  Требования:  Опыт работы системным администратором Linux от 3-х лет; Глубокие знания серверных ОС Linux (CentOS, Ubuntu), Windows и основных сервисов – PSC,Haproxy,docer, NGINX, bitrix, Apache, Tomcat, IIS; Опыт проектирования и реализации высоконагруженной архитектуры, систем высокой доступности; Опыт администрирования баз данных PostgreSQL, MySQL, MS SQL (репликация, резервное копирование, высокие нагрузки); Глубокое знание работы Nginx, Apache; Умение автоматизировать работу при помощи Bash, Python, PowerShell, PowerCLI, Ansible, GitLab / GitLab runner; Умение кратко, но информативно документировать свою деятельность, работа с системой постановки задач, работа в проектах (Atlassian JIRA, Confluence); Опыт диагностики и устранения инцидентов в работе серверных операционных систем Linux, Windows; Опыт работы с системой виртуализации VMware; Поддержка и развитие систем мониторинга (Nagios), хранения логов и резервного копирования. ","['Администрирование серверов Linux', 'CentOS', 'Ubuntu Server', 'Nginx', 'bitrix', 'Apache Tomcat', 'IIS', 'PostgreSQL', 'MySQL', 'Bash', 'Apache', 'СУБД', 'Базы данных', 'Администрирование', 'Ansible', 'GitLab', 'VMware', 'Nagios', 'MS Visual Studio']",Кадровое Агентство Уникальных Специалистов,https://hh.ru/vacancy/76487052,,225000.0,225000.0,RUR
76469977,DevOps engineer (удаленно),Москва,От 3 до 6 лет,"Крупный негосударственный пенсионный фонд приглашает в свою команду DevOps инженера (удаленно, гибридный график) Мы предлагаем:  Оформление по ТК РФ, «белая» зарплата; Офис в шаге от м. Цветной бульвар, Кузнецкий мост; Можно работать удаленно или в гибридном графике после испытательного срока; График 5/2 с 9.00 до 18.00; Развитые HR-процессы и корпоративная культура; Возможность карьерного роста в компании; Премии в конце года по итогам работы, от 2-х окладов; Возможность обучения за счёт компании; Расширенную ДМС программу со стоматологией, после СИ; Корпоративная скидка на Skillbox и другие площадки; Корпоративная скидка на фитнес, 3 провайдера на выбор; Корпоративная скидка на английский, 2 провайдера на выбор; Корпоративная скидка на недвижимость от компании-партнёра «Инград»; Специальные условия обслуживания от ВТБ и МКБ.  Обязанности:   Автоматизация развертывания сервисов;   Развертывание тестовых и продуктивных окружений для приложений и сервисов Заказчиков;   Построение процессов CI/CD для внутренних и внешних сервисов;   Администрирование PostgreSQL, MySQL, MS SQL (репликация, резервное копирование, высокие нагрузки);   Поддержка и развитие систем мониторинга (Nagios), хранения логов и резервного копирования; решение проблем с производительностью текущих и новых сервисов;   Автоматизация работы при помощи Bash, Python, PowerShell, PowerCLI, Ansible, GitLab / GitLab runner;   Диагностика и устранение инцидентов в работе серверных операционных систем Linux, Windows;   Поддержка и развитие систем мониторинга (Nagios), хранения логов и резервного копирования;   Требования:   Опыт работы DevOps от 3-х лет   Глубокие знания серверных ОС Linux (CentOS, Ubuntu), Windows и основных сервисов – PSC,Haproxy,docer, NGINX, bitrix, Apache, Tomcat, IIS;   Опыт проектирования и реализации высоконагруженной архитектуры, систем высокой доступности;   Опыт администрирования баз данных PostgreSQL, MySQL, MS SQL (репликация, резервное копирование, высокие нагрузки);   Глубокое знание работы Nginx, Apache;   Умение автоматизировать работу при помощи Bash, Python, PowerShell, PowerCLI, Ansible, GitLab / GitLab runner;   Умение кратко, но информативно документировать свою деятельность, работа с системой постановки задач, работа в проектах (Atlassian JIRA, Confluence);   Опыт диагностики и устранения инцидентов в работе серверных операционных систем Linux, Windows;   Опыт работы с системой виртуализации VMware;  ","['Администрирование серверов Linux', 'CentOS', 'Ubuntu Server', 'Nginx', 'bitrix', 'Apache Tomcat', 'IIS', 'PostgreSQL', 'MySQL', 'Bash', 'Apache', 'СУБД', 'Базы данных', 'Администрирование', 'Ansible', 'GitLab', 'VMware', 'Nagios', 'MS Visual Studio']",Кадровое Агентство Уникальных Специалистов,https://hh.ru/vacancy/76469977,,210000.0,,RUR
76833489,Разработчик BI,Красноярск,От 1 года до 3 лет,"В связи с расширением штата в нашу команду требуется разработчик BI. Обязанности:  Построение даш-бордов на Superset, разработка дата-продуктов, сопровождение; Разработка методик проверки качества данных; Документирование разработанных решений; Консультация сотрудников.  Требования:  Высшее образование; Опыт работы от 1 года;  Знание технологического стека: Python, Prefect, MS Power BI, MS SQL, ClickHouse;   Опыт проектирования и разработки хранилищ данных (DWH), ETL/ELT процессов, разработки витрин данных для BI отчетности, построения отчетности на базе Power BI, Tableau, Superset Apache;   Опыт разработки методик обеспечения качества данных;   Личностные качества: умение работать в команде, ответственность.   Условия:  Работа в крупнейшей торговой сети Восточной Сибири, которая в 2022 г. вошла в ТОП-100 Крупнейших Компаний - лучших работодателей России; Официальное трудоустройство, полностью белая заработная плата; График работы: 5-ка, с 8.00-17.00 ч. (работа по красноярскому времени, разница в 1 час обсуждается); Современный комфортный офис, расположенный по адресу: г. Красноярск, ул. Вавилова, 1, стр. 51 + большая удобная парковка или удаленная работа; ДМС; Корпоративные скидки в тренажерные залы Колизей и другие компании-партнеры (+ прочие периодические корпоративные предложения); Подарки от компании сотрудникам и их детям; Приятные бонусы для всех сотрудников нашей компании; Интересные корпоративные мероприятия для сотрудников; Дружный коллектив; Возможность профессионального и карьерного развития внутри компании; Внутреннее корпоративное обучение для всех сотрудников.  ПРИСОЕДИНЯЙСЯ К КОМАНДЕ ПРОФЕССИОНАЛОВ!","['Python', 'Power BI', 'MS SQL', 'ClickHouse', 'Prefect']","Командор, сеть супермаркетов",https://hh.ru/vacancy/76833489,,,109400.0,RUR
68168906,DevOps - инженер,Москва,От 1 года до 3 лет,"БКС Финтех – ИТ-компания, входящая в БКС Мир Инвестиций, в которой работают более 1300 профессионалов, реализующих актуальные решения для бизнеса. Компания аккредитована Минцифры России как ИТ-компания. БКС Мир инвестиций – международная инвестиционно-банковская компания, одна из крупнейших в России. Мы существуем на рынке уже 27 лет и предоставляем клиентам максимально широкий спектр брокерских и инвестиционных услуг. Мы – новаторы в области цифровых технологий в финансовой сфере. На единой цифровой платформе холдинга собраны все ключевые решения как для профессиональных инвесторов, так и для новичков. Став частью нашей команды, ты попадешь в современную ИТ-компанию, которая является резидентом Сколково. Чем предстоит заниматься:  Поддерживать и развивать инфраструктуру проекта; Участвовать в проектировании новых компонентов и проведении аудита существующих; Создавать и поддерживать CI/CD pipelines находящихся в зоне ответственности; Осуществлять мониторинг; Разбирать и решать инциденты, проблемы, находящиеся в зоне ответственности.  Наш стек: Baremetal, VmWare, Kubernetes\OKD, Helm, PostgreSQL(+timescaled), Redis, Clickhouse, MongoDB, Kafka, RabbitMQ, Keycloak, Gitlab(code+CI\CD), Minio S3, SonarQube, Jfrog Artifactory, Sentry, ELK, Grafana, Prometheus. Наши ожидания:  Отличное знание Linux-подобных систем; Знание сетевых технологий(TCP/IP, HTTP(S), TLS); Ansible на уверенном уровне; Kubernetes\OKD на уверенном уровне; Понимание принципов отказоустойчивости и масштабируемости приложений; Helm-чарты на продвинутом уровне; Опыт работы с кластерными решениями Elasticsearch, S3 Minio, Redis-Sentinel; Опыт построения продуктивных решений мониторинга и логирования; Понимание работы и администрирование RabbitMQ; Опыт работы с балансировщиками (nginx, haproxy, envoy); Git-инструменты; Скриптовые языки (мы пишем на python, lua, bash); Уверенные навыки создания CI\CD pipeline на GitLab, Jenkins или Bamboo (у нас Gitlab); Опыт автоматизации задач администрирования внутренних процессов разработки.  Мы предлагаем:  Стабильный конкурентный доход; Гибридный режим работы: возможность работать удаленно (частично или полностью); Работа в аккредитованной Минцифры России ИТ-компании, резиденте Сколково; Работа в стабильной и активно развивающейся компании – лидере инвестиционного рынка; Современный стек технологий, амбициозные проекты, возможность профессионального развития; ДМС с первого месяца работы; Оформление согласно ТК РФ; Корпоративные скидки и предложения для сотрудников.     ","['Linux', 'Kubernetes', 'Python', 'RabbitMQ', 'Helm', 'Elasticsearch', 'Redis', 'Git', 'Gitlab']",Компания БКС,https://hh.ru/vacancy/68168906,,,,
